survey_id,member_id,survey_date,nps_score,csat_score,effort_score,feedback_text,survey_type
S00014948,M00005350,2024-01-13,0,5,3,,periodic
S00014949,M00008631,2024-03-05,5,2,4,"Great service, very helpful",post_call
S00014950,M00004844,2023-08-06,10,4,3,,post_digital
S00014951,M00007815,2023-09-22,0,3,2,Agent was knowledgeable,post_digital
S00014952,M00009874,2024-09-03,6,5,2,,post_digital
S00014953,M00007867,2023-05-22,8,1,3,Process is too complicated,post_call
S00014954,M00005959,2024-06-10,8,3,4,,post_call
S00014955,M00004901,2024-09-11,6,3,3,,periodic
S00014956,M00001970,2023-01-17,4,5,3,Website is confusing,post_digital
S00014957,M00007475,2024-09-24,1,4,3,Could not find what I needed online,post_digital
S00014958,M00007699,2023-01-31,9,2,7,,post_digital
S00014959,M00003437,2023-11-09,10,4,4,Quick and easy,annual
S00014960,M00000477,2024-04-18,5,5,4,,post_call
S00014961,M00007776,2024-12-19,2,5,1,"Great service, very helpful",post_call
S00014962,M00000538,2023-03-07,9,5,2,,periodic
S00014963,M00000457,2024-04-18,8,1,1,Quick and easy,post_digital
S00014964,M00001156,2023-11-22,6,5,4,Website is confusing,post_digital
S00014965,M00009396,2023-04-05,5,1,2,Very satisfied with my plan,post_digital
S00014966,M00001069,2024-11-28,4,2,3,,post_call
S00014967,M00006453,2024-02-29,4,4,2,Process is too complicated,post_call
S00014968,M00009023,2024-10-25,9,5,2,Quick and easy,periodic
S00014969,M00007756,2023-04-14,0,3,1,Could not find what I needed online,post_call
S00014970,M00007210,2024-12-22,5,3,2,"Great service, very helpful",post_digital
S00014971,M00007831,2024-03-07,8,5,5,,periodic
S00014972,M00002655,2023-10-17,8,4,3,Very satisfied with my plan,post_call
S00014973,M00006970,2023-08-10,2,2,5,Quick and easy,post_digital
S00014974,M00000176,2024-10-23,9,4,5,Too long wait time,post_digital
S00014975,M00006777,2023-05-23,0,3,5,"Great service, very helpful",annual
S00014976,M00009943,2024-06-03,8,3,4,Billing is unclear,post_call
S00014977,M00001295,2024-04-09,8,3,3,,post_call
S00014978,M00007413,2024-06-27,2,1,5,Very satisfied with my plan,post_digital
S00014979,M00001676,2023-06-08,5,4,3,,annual
S00014980,M00001262,2023-01-08,4,4,2,Had to call multiple times,post_call
S00014981,M00005674,2024-07-12,7,4,3,"Great service, very helpful",annual
S00014982,M00005554,2023-11-15,1,3,6,Billing is unclear,periodic
S00014983,M00007028,2024-12-05,3,4,3,Very satisfied with my plan,post_digital
S00014984,M00003479,2024-06-16,8,4,3,Quick and easy,post_digital
S00014985,M00000754,2023-03-18,8,2,4,Too long wait time,post_call
S00014986,M00006701,2024-08-11,8,3,4,Very satisfied with my plan,periodic
S00014987,M00000358,2023-10-21,8,3,4,Had to call multiple times,post_digital
S00014988,M00001658,2023-08-15,8,3,4,Quick and easy,post_call
S00014989,M00008885,2023-10-07,9,1,2,Billing is unclear,post_call
S00014990,M00004146,2023-06-08,4,4,3,Could not find what I needed online,post_call
S00014991,M00005033,2023-02-08,8,3,1,Very satisfied with my plan,post_call
S00014992,M00006809,2024-06-27,8,3,3,,annual
S00014993,M00001266,2023-08-01,1,4,4,,post_call
S00014994,M00005786,2023-01-03,9,3,7,Had to call multiple times,post_digital
S00014995,M00008493,2024-09-12,2,5,2,,post_call
S00014996,M00001141,2024-10-26,0,3,3,Could not find what I needed online,annual
S00014997,M00000548,2023-08-12,10,4,5,Too long wait time,post_digital
S00014998,M00008010,2024-05-21,7,3,3,Too long wait time,post_digital
S00014999,M00000544,2023-03-24,8,5,5,Agent was knowledgeable,periodic
S00015000,M00002195,2023-07-08,8,4,2,,post_call
S00015001,M00004811,2023-12-29,0,4,5,,post_call
S00015002,M00004729,2023-06-08,1,1,1,,post_call
S00015003,M00009705,2023-10-29,4,4,4,,post_digital
S00015004,M00009771,2023-01-27,2,4,2,,post_digital
S00015005,M00002807,2024-04-19,7,4,1,Quick and easy,post_digital
S00015006,M00009960,2024-09-21,5,3,4,Website is confusing,post_digital
S00015007,M00006614,2024-01-20,7,1,1,Website is confusing,post_call
S00015008,M00004899,2023-06-28,6,3,1,Quick and easy,annual
S00015009,M00008676,2024-03-13,5,3,6,Process is too complicated,post_call
S00015010,M00008542,2024-09-10,7,3,6,Agent was knowledgeable,post_call
S00015011,M00003354,2024-11-09,6,2,3,Very satisfied with my plan,periodic
S00015012,M00001697,2023-04-11,9,5,5,,post_call
S00015013,M00005441,2024-10-31,7,5,3,Process is too complicated,post_call
S00015014,M00002940,2024-06-06,7,4,4,Website is confusing,post_call
S00015015,M00000784,2023-03-28,3,5,3,Could not find what I needed online,post_call
S00015016,M00005848,2024-05-13,9,2,5,Too long wait time,annual
S00015017,M00000386,2024-09-17,5,4,1,Agent was knowledgeable,periodic
S00015018,M00004725,2023-05-02,2,2,5,Agent was knowledgeable,periodic
S00015019,M00008583,2023-09-15,8,4,5,,post_digital
S00015020,M00005492,2024-11-04,5,2,7,Too long wait time,periodic
S00015021,M00007210,2023-10-24,2,4,5,Quick and easy,periodic
S00015022,M00004392,2024-04-02,9,5,3,Quick and easy,post_digital
S00015023,M00006677,2024-03-26,7,2,4,Billing is unclear,post_call
S00015024,M00006694,2023-01-06,0,4,2,Quick and easy,post_digital
S00015025,M00004209,2024-12-29,8,5,6,Too long wait time,post_digital
S00015026,M00006014,2023-02-24,9,2,1,Very satisfied with my plan,periodic
S00015027,M00003560,2024-03-09,7,3,4,,periodic
S00015028,M00008358,2024-01-17,8,3,3,Billing is unclear,post_call
S00015029,M00008449,2024-05-26,8,1,3,Could not find what I needed online,post_call
S00015030,M00006535,2023-11-26,8,4,2,,post_digital
S00015031,M00007071,2023-12-08,6,3,3,"Great service, very helpful",post_digital
S00015032,M00001235,2023-11-19,6,3,1,Website is confusing,annual
S00015033,M00009438,2024-10-21,0,4,5,Had to call multiple times,post_call
S00015034,M00004566,2024-01-15,8,1,2,Quick and easy,post_call
S00015035,M00003882,2024-12-03,2,5,4,Website is confusing,post_digital
S00015036,M00003256,2023-05-17,6,5,3,,post_call
S00015037,M00002901,2023-02-16,4,1,2,Too long wait time,post_digital
S00015038,M00005674,2023-10-07,3,3,2,Had to call multiple times,post_call
S00015039,M00000075,2023-08-29,7,1,3,Too long wait time,post_digital
S00015040,M00007594,2023-06-28,8,4,1,Could not find what I needed online,post_digital
S00015041,M00006870,2023-06-26,6,3,3,Process is too complicated,post_call
S00015042,M00006803,2024-02-27,8,2,1,Process is too complicated,post_call
S00015043,M00009482,2024-01-12,10,4,1,,annual
S00015044,M00001026,2024-01-22,6,5,3,Agent was knowledgeable,periodic
S00015045,M00001076,2024-09-18,1,4,3,Had to call multiple times,periodic
S00015046,M00000649,2024-06-26,7,5,3,Billing is unclear,periodic
S00015047,M00001876,2023-06-28,3,2,3,Website is confusing,post_digital
S00015048,M00005661,2023-07-26,9,2,5,Had to call multiple times,post_call
S00015049,M00009286,2024-03-07,8,4,2,Had to call multiple times,post_digital
S00015050,M00008417,2023-11-01,5,3,5,Too long wait time,periodic
S00015051,M00001095,2024-05-01,6,3,3,,post_call
S00015052,M00003519,2024-02-16,7,3,1,Could not find what I needed online,post_digital
S00015053,M00009843,2023-07-27,7,2,7,Website is confusing,post_call
S00015054,M00001437,2023-12-01,1,5,6,"Great service, very helpful",periodic
S00015055,M00005355,2024-03-30,7,4,2,"Great service, very helpful",post_digital
S00015056,M00008023,2023-10-28,8,5,4,,post_call
S00015057,M00004824,2023-07-30,9,4,3,Could not find what I needed online,periodic
S00015058,M00000729,2024-06-18,8,3,1,Process is too complicated,post_call
S00015059,M00001374,2023-09-30,7,3,1,,annual
S00015060,M00000983,2024-02-03,8,2,1,Very satisfied with my plan,post_call
S00015061,M00003929,2024-07-03,6,3,3,,periodic
S00015062,M00004959,2023-01-15,7,4,2,Website is confusing,post_call
S00015063,M00006234,2024-12-25,1,2,4,Agent was knowledgeable,post_call
S00015064,M00009436,2023-11-10,5,5,3,Website is confusing,periodic
S00015065,M00009705,2023-12-20,6,4,3,Had to call multiple times,post_call
S00015066,M00008351,2024-02-09,5,3,3,,post_call
S00015067,M00008723,2024-03-16,7,4,1,Could not find what I needed online,post_call
S00015068,M00005924,2024-05-30,6,3,1,Very satisfied with my plan,post_call
S00015069,M00006063,2024-09-04,8,4,5,,post_call
S00015070,M00004123,2023-07-07,7,3,3,Process is too complicated,post_digital
S00015071,M00007140,2023-11-25,8,3,3,Billing is unclear,periodic
S00015072,M00006028,2023-02-16,7,4,1,"Great service, very helpful",post_digital
S00015073,M00002029,2023-10-02,3,4,2,Very satisfied with my plan,post_digital
S00015074,M00008570,2023-03-19,2,3,1,Could not find what I needed online,post_call
S00015075,M00007795,2024-06-01,5,5,4,Could not find what I needed online,post_call
S00015076,M00007881,2024-01-27,10,4,3,Process is too complicated,post_digital
S00015077,M00006279,2023-03-14,10,4,4,,post_call
S00015078,M00003928,2024-11-16,9,4,4,Very satisfied with my plan,periodic
S00015079,M00007669,2023-08-06,4,2,4,Had to call multiple times,post_call
S00015080,M00008492,2024-10-30,2,3,2,Too long wait time,post_digital
S00015081,M00004730,2023-01-02,7,5,3,Had to call multiple times,post_call
S00015082,M00004344,2023-12-30,6,1,4,Had to call multiple times,periodic
S00015083,M00007028,2023-03-28,9,5,1,Billing is unclear,post_call
S00015084,M00000495,2024-08-16,7,4,3,Quick and easy,post_call
S00015085,M00000622,2023-05-05,8,4,3,Billing is unclear,periodic
S00015086,M00002930,2023-11-14,6,2,3,Process is too complicated,post_call
S00015087,M00001321,2024-09-30,10,4,4,,post_digital
S00015088,M00005398,2023-08-07,7,3,1,Could not find what I needed online,post_call
S00015089,M00007652,2023-07-16,5,3,1,Too long wait time,post_digital
S00015090,M00003638,2024-05-02,2,3,2,,post_call
S00015091,M00009444,2023-04-30,10,5,4,Too long wait time,periodic
S00015092,M00000642,2023-07-02,4,3,4,,periodic
S00015093,M00007466,2023-05-29,10,3,4,Could not find what I needed online,post_call
S00015094,M00007062,2024-11-27,2,2,5,Too long wait time,periodic
S00015095,M00007827,2024-12-18,3,5,3,Billing is unclear,periodic
S00015096,M00004751,2024-07-11,3,3,4,,post_digital
S00015097,M00001331,2024-08-15,2,4,6,Too long wait time,periodic
S00015098,M00005251,2023-03-01,5,3,2,Website is confusing,post_call
S00015099,M00009673,2023-12-01,5,2,1,Agent was knowledgeable,post_digital
S00015100,M00004260,2024-10-31,9,4,2,Process is too complicated,post_digital
S00015101,M00009592,2023-02-08,4,3,3,Very satisfied with my plan,post_digital
S00015102,M00005830,2024-11-10,7,3,4,,periodic
S00015103,M00005958,2023-01-09,6,2,4,Billing is unclear,periodic
S00015104,M00009448,2024-10-26,6,4,4,Process is too complicated,post_digital
S00015105,M00001013,2023-03-13,8,2,2,Had to call multiple times,post_call
S00015106,M00003954,2024-11-20,4,5,2,Too long wait time,post_digital
S00015107,M00004118,2023-03-10,6,2,3,,post_digital
S00015108,M00009312,2024-02-21,3,3,3,Could not find what I needed online,periodic
S00015109,M00005701,2024-03-15,0,3,5,Process is too complicated,post_call
S00015110,M00001720,2023-08-09,7,4,4,Very satisfied with my plan,post_call
S00015111,M00002982,2023-08-16,0,4,7,"Great service, very helpful",post_call
S00015112,M00003591,2024-12-24,7,5,7,,post_call
S00015113,M00009514,2023-12-12,10,3,4,Could not find what I needed online,post_call
S00015114,M00003393,2023-01-12,3,5,6,Agent was knowledgeable,post_digital
S00015115,M00004000,2023-08-17,9,5,4,Could not find what I needed online,periodic
S00015116,M00002055,2023-10-02,10,3,2,Quick and easy,post_call
S00015117,M00006368,2023-05-30,9,5,4,,post_digital
S00015118,M00005785,2024-06-29,2,4,2,"Great service, very helpful",post_call
S00015119,M00000358,2024-04-08,4,4,4,Process is too complicated,post_call
S00015120,M00008198,2023-09-30,0,3,5,Too long wait time,periodic
S00015121,M00002258,2024-05-12,4,5,2,,post_call
S00015122,M00000586,2024-09-05,8,3,1,,post_call
S00015123,M00001844,2023-04-15,10,4,4,,periodic
S00015124,M00001353,2023-02-18,6,4,2,,post_digital
S00015125,M00005540,2024-10-02,9,4,3,,post_call
S00015126,M00000265,2023-05-24,10,4,1,Website is confusing,post_digital
S00015127,M00003962,2023-06-12,5,1,3,Could not find what I needed online,post_call
S00015128,M00000640,2023-03-01,7,5,2,Agent was knowledgeable,periodic
S00015129,M00009146,2024-08-23,7,2,3,Too long wait time,post_call
S00015130,M00005318,2024-10-14,1,4,5,Could not find what I needed online,post_call
S00015131,M00007226,2024-02-16,8,5,2,Could not find what I needed online,post_digital
S00015132,M00009890,2024-10-26,4,4,1,"Great service, very helpful",post_call
S00015133,M00005443,2023-12-20,9,3,4,Could not find what I needed online,annual
S00015134,M00003718,2023-06-25,5,4,5,Had to call multiple times,periodic
S00015135,M00007057,2024-06-05,8,4,1,,post_digital
S00015136,M00004665,2024-05-22,9,4,3,Quick and easy,annual
S00015137,M00002048,2024-10-02,10,3,2,Billing is unclear,post_digital
S00015138,M00001026,2023-02-13,7,1,3,,post_digital
S00015139,M00003890,2023-04-20,6,2,6,Website is confusing,post_call
S00015140,M00007730,2024-01-18,8,5,4,Process is too complicated,periodic
S00015141,M00000548,2024-11-30,9,1,6,Could not find what I needed online,post_digital
S00015142,M00002289,2024-10-01,5,3,3,"Great service, very helpful",post_call
S00015143,M00004275,2024-04-04,10,5,3,,post_call
S00015144,M00002122,2024-12-19,3,3,4,Too long wait time,post_digital
S00015145,M00003043,2023-02-24,5,1,5,,periodic
S00015146,M00005769,2023-04-13,10,4,2,Could not find what I needed online,post_digital
S00015147,M00009016,2023-03-25,4,3,4,Billing is unclear,post_call
S00015148,M00006088,2023-07-13,9,1,7,"Great service, very helpful",post_digital
S00015149,M00006248,2023-07-10,1,3,2,"Great service, very helpful",periodic
S00015150,M00002671,2023-02-09,4,3,4,,post_digital
S00015151,M00003067,2023-08-03,10,4,3,Very satisfied with my plan,post_call
S00015152,M00006151,2024-02-22,3,4,2,,post_call
S00015153,M00003249,2023-12-25,6,4,3,,post_call
S00015154,M00000768,2023-12-01,5,3,7,Website is confusing,post_digital
S00015155,M00006164,2024-02-01,7,3,3,,post_digital
S00015156,M00001156,2024-01-21,1,3,3,Website is confusing,post_digital
S00015157,M00002912,2024-01-25,7,4,1,,post_call
S00015158,M00006773,2024-11-08,7,3,1,,post_digital
S00015159,M00003021,2024-11-25,4,2,3,,post_call
S00015160,M00004712,2024-10-03,10,3,7,,annual
S00015161,M00000762,2023-05-01,2,3,1,,post_call
S00015162,M00008715,2024-02-27,5,4,1,Billing is unclear,post_call
S00015163,M00009266,2023-10-28,0,2,3,Had to call multiple times,post_digital
S00015164,M00003563,2023-03-12,9,5,4,,post_call
S00015165,M00007462,2024-12-02,10,3,3,Agent was knowledgeable,post_call
S00015166,M00007238,2023-04-22,4,5,2,Quick and easy,periodic
S00015167,M00001697,2023-11-15,8,3,3,"Great service, very helpful",post_call
S00015168,M00001965,2023-09-16,8,3,6,Too long wait time,post_digital
S00015169,M00002837,2024-09-07,8,3,3,Agent was knowledgeable,post_call
S00015170,M00001646,2023-11-04,2,3,3,"Great service, very helpful",post_call
S00015171,M00007378,2024-01-03,10,2,3,Quick and easy,annual
S00015172,M00006127,2024-11-04,7,5,4,Billing is unclear,post_call
S00015173,M00008050,2024-06-05,7,4,6,Could not find what I needed online,post_call
S00015174,M00001412,2024-02-20,7,3,1,Quick and easy,post_call
S00015175,M00009142,2024-09-22,4,2,3,Very satisfied with my plan,annual
S00015176,M00009365,2023-01-06,10,3,2,Had to call multiple times,periodic
S00015177,M00000879,2023-08-02,0,4,4,,post_call
S00015178,M00007531,2024-08-07,9,5,2,Agent was knowledgeable,post_digital
S00015179,M00000875,2023-05-28,5,3,4,,periodic
S00015180,M00001081,2024-11-25,1,4,5,Quick and easy,post_call
S00015181,M00001662,2024-10-02,7,5,1,"Great service, very helpful",periodic
S00015182,M00008440,2023-01-17,5,3,3,"Great service, very helpful",post_call
S00015183,M00008104,2023-10-17,7,5,5,Agent was knowledgeable,periodic
S00015184,M00003298,2023-04-27,4,4,5,,post_digital
S00015185,M00008154,2024-08-19,10,5,1,"Great service, very helpful",periodic
S00015186,M00007553,2024-02-26,9,3,5,,periodic
S00015187,M00007765,2023-09-03,8,4,6,Had to call multiple times,annual
S00015188,M00003040,2023-09-11,7,2,4,,post_call
S00015189,M00004358,2024-06-24,8,4,5,Too long wait time,post_call
S00015190,M00007873,2023-05-27,1,2,2,Billing is unclear,post_call
S00015191,M00004957,2024-12-03,2,4,4,,annual
S00015192,M00003644,2024-01-28,9,5,7,Website is confusing,post_digital
S00015193,M00009818,2024-09-21,6,4,3,Had to call multiple times,post_call
S00015194,M00001833,2023-02-10,7,3,3,Too long wait time,post_call
S00015195,M00009035,2023-03-06,3,4,4,,post_call
S00015196,M00007318,2024-12-10,2,5,4,,post_call
S00015197,M00009887,2024-02-18,7,5,6,Process is too complicated,periodic
S00015198,M00009826,2023-11-06,6,5,3,,post_digital
S00015199,M00005874,2023-06-11,8,4,1,Process is too complicated,post_call
S00015200,M00003418,2024-01-19,9,5,3,Had to call multiple times,post_digital
S00015201,M00009682,2023-05-22,8,3,3,,post_digital
S00015202,M00002927,2024-05-27,9,3,4,,periodic
S00015203,M00009207,2024-03-22,7,4,3,Very satisfied with my plan,post_call
S00015204,M00004643,2024-08-26,4,4,2,Too long wait time,post_digital
S00015205,M00008497,2023-12-07,8,1,4,Quick and easy,post_digital
S00015206,M00003895,2023-11-01,8,4,2,,periodic
S00015207,M00003122,2023-10-10,9,3,3,,post_call
S00015208,M00000596,2023-10-01,4,5,3,"Great service, very helpful",periodic
S00015209,M00003095,2024-01-15,9,5,2,,post_digital
S00015210,M00002970,2024-07-12,8,4,1,Quick and easy,post_digital
S00015211,M00001583,2023-01-31,5,4,3,Website is confusing,annual
S00015212,M00007234,2024-04-14,9,3,3,,post_call
S00015213,M00007623,2024-05-19,10,3,4,"Great service, very helpful",post_call
S00015214,M00004875,2023-12-11,8,1,4,Had to call multiple times,post_call
S00015215,M00003833,2024-02-24,7,5,2,,post_call
S00015216,M00003724,2023-06-11,8,5,4,,post_digital
S00015217,M00005255,2024-10-25,5,3,7,Very satisfied with my plan,post_digital
S00015218,M00002449,2023-10-12,6,5,7,Too long wait time,post_call
S00015219,M00005423,2023-01-26,4,5,4,,periodic
S00015220,M00006900,2024-10-19,8,4,2,Very satisfied with my plan,periodic
S00015221,M00008029,2024-06-25,6,3,5,,post_call
S00015222,M00001955,2024-01-24,9,4,7,,post_digital
S00015223,M00007385,2023-05-22,8,5,7,"Great service, very helpful",post_call
S00015224,M00001817,2024-01-11,8,4,4,Had to call multiple times,post_call
S00015225,M00002093,2024-06-01,10,4,3,Could not find what I needed online,post_call
S00015226,M00002957,2023-11-05,7,5,3,,periodic
S00015227,M00003174,2024-04-10,4,4,3,,post_call
S00015228,M00006138,2023-05-29,8,4,3,Billing is unclear,periodic
S00015229,M00001904,2023-11-17,6,1,1,,post_call
S00015230,M00009739,2023-09-19,6,2,5,Had to call multiple times,post_digital
S00015231,M00009971,2023-01-07,3,3,4,Website is confusing,post_digital
S00015232,M00004385,2023-03-24,9,5,3,Too long wait time,post_call
S00015233,M00005906,2024-01-30,1,2,4,,post_call
S00015234,M00000099,2023-06-13,8,5,3,Agent was knowledgeable,periodic
S00015235,M00003389,2024-11-26,4,1,1,,periodic
S00015236,M00007745,2024-06-24,7,1,3,Quick and easy,periodic
S00015237,M00007181,2023-10-09,6,4,4,Too long wait time,post_call
S00015238,M00001262,2023-09-29,5,3,5,Website is confusing,post_digital
S00015239,M00006410,2023-12-25,8,5,4,Billing is unclear,annual
S00015240,M00002058,2024-10-27,4,4,4,Quick and easy,post_call
S00015241,M00004513,2023-02-19,8,2,1,Website is confusing,annual
S00015242,M00001570,2024-09-07,8,2,3,Website is confusing,annual
S00015243,M00006574,2024-10-01,5,4,4,Very satisfied with my plan,post_call
S00015244,M00004514,2024-11-09,7,4,4,Very satisfied with my plan,post_digital
S00015245,M00004573,2023-04-18,7,4,2,Billing is unclear,post_call
S00015246,M00002896,2024-05-31,1,3,3,Website is confusing,post_digital
S00015247,M00002331,2023-03-08,0,3,3,,post_call
S00015248,M00004239,2023-10-17,9,1,2,,post_digital
S00015249,M00005784,2023-10-03,0,4,2,"Great service, very helpful",post_digital
S00015250,M00004958,2024-08-11,5,3,3,"Great service, very helpful",annual
S00015251,M00006021,2023-01-13,2,4,2,Agent was knowledgeable,post_digital
S00015252,M00003109,2024-12-24,3,4,2,Billing is unclear,post_digital
S00015253,M00002378,2024-01-12,8,1,1,Had to call multiple times,post_digital
S00015254,M00006293,2024-02-13,7,4,3,,periodic
S00015255,M00002917,2023-03-21,10,4,2,Process is too complicated,post_digital
S00015256,M00008659,2024-04-28,10,4,3,,periodic
S00015257,M00008404,2024-12-26,5,1,3,"Great service, very helpful",post_digital
S00015258,M00001837,2023-02-07,0,2,5,Website is confusing,post_call
S00015259,M00004366,2023-10-09,9,3,5,,post_call
S00015260,M00007319,2023-12-08,6,1,2,"Great service, very helpful",post_call
S00015261,M00008438,2024-03-28,7,2,2,Billing is unclear,post_call
S00015262,M00001293,2023-01-14,3,4,6,Quick and easy,post_call
S00015263,M00000154,2023-03-03,7,2,7,,periodic
S00015264,M00004218,2024-06-10,8,5,4,,periodic
S00015265,M00008713,2024-02-10,6,4,7,,post_digital
S00015266,M00003844,2023-10-21,7,3,1,Could not find what I needed online,periodic
S00015267,M00002300,2024-08-04,8,3,2,Had to call multiple times,post_call
S00015268,M00006958,2024-01-24,8,4,2,Had to call multiple times,post_digital
S00015269,M00000359,2023-11-23,9,4,2,Billing is unclear,periodic
S00015270,M00007058,2024-10-13,9,3,6,,annual
S00015271,M00008355,2023-02-23,6,4,1,Agent was knowledgeable,post_call
S00015272,M00001790,2024-11-01,6,2,2,,periodic
S00015273,M00005264,2024-07-12,8,3,4,Agent was knowledgeable,periodic
S00015274,M00002859,2023-11-24,7,2,3,,post_call
S00015275,M00008803,2024-10-09,3,3,3,Too long wait time,post_call
S00015276,M00001689,2024-07-31,0,5,4,Process is too complicated,annual
S00015277,M00008843,2023-04-09,8,3,2,,post_call
S00015278,M00002127,2024-01-19,8,3,3,Process is too complicated,periodic
S00015279,M00002726,2023-08-01,7,5,1,Website is confusing,periodic
S00015280,M00008359,2024-01-19,6,5,4,,post_call
S00015281,M00002245,2023-01-12,0,3,3,Very satisfied with my plan,post_call
S00015282,M00004649,2023-04-09,4,1,4,,post_call
S00015283,M00005860,2023-03-27,0,3,2,Quick and easy,periodic
S00015284,M00000776,2023-09-25,5,1,4,Too long wait time,periodic
S00015285,M00004324,2023-04-13,7,3,3,Had to call multiple times,post_digital
S00015286,M00008690,2024-10-27,8,1,1,,post_call
S00015287,M00006791,2024-09-21,8,2,3,Had to call multiple times,post_digital
S00015288,M00005445,2023-08-18,7,4,3,,post_call
S00015289,M00008906,2023-11-26,6,3,3,Had to call multiple times,post_call
S00015290,M00005751,2023-08-15,5,5,4,"Great service, very helpful",periodic
S00015291,M00007242,2023-06-02,4,4,2,,post_call
S00015292,M00008492,2023-07-01,3,4,2,,post_call
S00015293,M00001015,2023-12-10,6,3,3,Too long wait time,periodic
S00015294,M00006224,2023-01-16,7,4,4,"Great service, very helpful",post_digital
S00015295,M00005436,2023-11-15,4,4,2,Very satisfied with my plan,post_call
S00015296,M00004710,2023-07-16,7,3,6,Website is confusing,annual
S00015297,M00000805,2024-10-25,7,1,5,"Great service, very helpful",post_digital
S00015298,M00002213,2024-12-12,4,3,4,Billing is unclear,post_call
S00015299,M00008319,2023-07-04,4,5,7,Process is too complicated,periodic
S00015300,M00004495,2024-06-06,8,1,1,,periodic
S00015301,M00003379,2024-11-27,10,4,4,Website is confusing,annual
S00015302,M00008397,2024-06-30,7,4,1,Very satisfied with my plan,periodic
S00015303,M00001341,2023-08-24,10,4,3,Quick and easy,post_call
S00015304,M00004595,2024-10-01,0,3,4,,annual
S00015305,M00008858,2024-01-20,6,5,4,,periodic
S00015306,M00003219,2023-07-16,5,4,6,Agent was knowledgeable,post_call
S00015307,M00009759,2023-05-07,6,1,2,,post_digital
S00015308,M00007331,2024-07-20,9,5,7,Had to call multiple times,periodic
S00015309,M00000913,2023-06-12,6,4,1,Very satisfied with my plan,annual
S00015310,M00005204,2023-03-04,3,5,4,Billing is unclear,post_call
S00015311,M00000650,2024-08-25,1,5,4,Very satisfied with my plan,post_digital
S00015312,M00005022,2024-03-01,1,1,3,Quick and easy,post_digital
S00015313,M00004369,2024-07-17,10,3,4,Billing is unclear,periodic
S00015314,M00006998,2024-08-14,9,4,4,Process is too complicated,post_digital
S00015315,M00005307,2024-06-06,9,1,5,,post_call
S00015316,M00008893,2024-03-16,4,4,1,,annual
S00015317,M00003172,2024-02-23,9,2,2,Agent was knowledgeable,post_digital
S00015318,M00002315,2024-07-26,0,3,3,Quick and easy,post_call
S00015319,M00007711,2024-01-12,7,3,5,"Great service, very helpful",post_digital
S00015320,M00002992,2023-01-04,9,3,2,Website is confusing,post_call
S00015321,M00004510,2024-08-18,3,1,1,Process is too complicated,post_digital
S00015322,M00009533,2024-06-23,8,2,4,"Great service, very helpful",post_call
S00015323,M00005148,2024-08-21,9,5,3,,post_digital
S00015324,M00009935,2023-10-19,5,4,3,Very satisfied with my plan,periodic
S00015325,M00005376,2024-01-25,10,2,2,Had to call multiple times,post_call
S00015326,M00008331,2024-08-12,0,3,4,Agent was knowledgeable,post_digital
S00015327,M00001182,2024-01-09,6,5,7,,post_call
S00015328,M00000434,2023-11-07,6,4,4,Agent was knowledgeable,post_call
S00015329,M00004864,2024-10-22,7,3,3,Agent was knowledgeable,post_call
S00015330,M00001446,2023-10-10,4,4,3,Agent was knowledgeable,post_digital
S00015331,M00006990,2024-03-21,6,4,4,Process is too complicated,post_digital
S00015332,M00007636,2024-12-20,6,3,2,Agent was knowledgeable,post_call
S00015333,M00007468,2023-08-10,9,4,2,Billing is unclear,post_call
S00015334,M00002609,2024-10-23,8,4,4,Could not find what I needed online,post_digital
S00015335,M00009961,2023-10-20,7,4,4,Had to call multiple times,post_digital
S00015336,M00009933,2023-08-02,5,1,5,,post_call
S00015337,M00009109,2024-07-16,7,4,7,Could not find what I needed online,post_call
S00015338,M00007104,2024-04-12,2,4,6,Had to call multiple times,post_digital
S00015339,M00008944,2023-12-31,4,4,3,Billing is unclear,post_digital
S00015340,M00009380,2024-12-05,9,4,2,Website is confusing,post_call
S00015341,M00006804,2024-09-30,7,5,1,,annual
S00015342,M00001040,2023-08-05,10,3,2,Very satisfied with my plan,post_digital
S00015343,M00002296,2023-04-19,7,4,1,Too long wait time,post_call
S00015344,M00005227,2024-09-23,0,4,5,"Great service, very helpful",post_call
S00015345,M00002561,2023-05-11,9,3,4,Process is too complicated,periodic
S00015346,M00007051,2023-07-25,10,4,7,"Great service, very helpful",post_digital
S00015347,M00000623,2024-09-27,6,1,6,Process is too complicated,post_digital
S00015348,M00001623,2023-08-14,6,4,3,Billing is unclear,post_digital
S00015349,M00001872,2024-07-22,2,3,2,Too long wait time,periodic
S00015350,M00006259,2023-04-16,4,4,1,,post_digital
S00015351,M00005556,2024-04-04,6,1,2,,post_call
S00015352,M00005203,2024-01-11,10,4,4,Quick and easy,post_call
S00015353,M00000222,2023-02-28,0,3,5,Website is confusing,annual
S00015354,M00007531,2023-05-15,8,4,6,Process is too complicated,post_call
S00015355,M00001085,2023-10-06,8,1,3,Could not find what I needed online,post_call
S00015356,M00007100,2023-08-17,7,4,4,Website is confusing,post_digital
S00015357,M00001496,2023-04-04,7,4,4,,periodic
S00015358,M00004686,2024-06-27,6,5,5,Process is too complicated,post_digital
S00015359,M00003484,2024-01-27,9,3,4,Process is too complicated,post_digital
S00015360,M00003199,2024-05-31,3,3,4,,post_call
